Register,UE.Id,Latency,RRU.PrbTotDl,RRU.PrbTotUl,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,Unnamed: 10,source_file,sheet_name,Iteration,Total time (sec),Time (sec),Bandwidth (kbps),Iperf bw (kbps)
888.0,1.0,1742550284861510.0,170.0,3093.0,8.0,294.0,9.34,0.0,300.4,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
889.0,1.0,1742550285861480.0,180.0,3547.0,7.0,458.0,8.89,744.5,466.91,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
890.0,1.0,1742550286861490.0,185.0,5208.0,0.0,544.0,1.34,0.0,552.69,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
891.0,1.0,1742550287861700.0,150.0,3881.0,8.0,542.0,9.18,0.0,557.91,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
892.0,1.0,1742550288861540.0,140.0,4150.0,8.0,601.0,9.21,0.0,613.47,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
893.0,1.0,1742550289861610.0,121.0,4794.0,6.0,752.0,7.4,604.5,754.9,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
894.0,1.0,1742550290861260.0,60.0,10711.0,1.0,2269.0,1.98,0.0,2292.85,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
895.0,1.0,1742550291861500.0,122.0,10113.0,8.0,2514.0,9.12,0.0,2536.93,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
896.0,1.0,1742550292861470.0,136.0,10145.0,8.0,2679.0,9.15,0.0,2701.2,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
897.0,1.0,1742550293861550.0,101.0,14345.0,5.0,4233.0,5.96,291.6,4253.29,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
898.0,1.0,1742550294861470.0,95.0,13787.0,2.0,4054.0,3.46,0.0,4087.98,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
899.0,1.0,1742550295861470.0,144.0,10792.0,8.0,2844.0,9.13,0.0,2868.14,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
900.0,1.0,1742550296861390.0,141.0,10170.0,8.0,2620.0,9.16,0.0,2637.86,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
901.0,1.0,1742550297861470.0,83.0,12603.0,1.0,3073.0,2.18,320.33,3091.18,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
902.0,1.0,1742550298861630.0,126.0,10063.0,6.0,2380.0,7.22,0.0,2402.57,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
903.0,1.0,1742550299861490.0,147.0,9552.0,7.0,2301.0,8.98,0.0,2320.29,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
904.0,1.0,1742550300861470.0,167.0,9442.0,8.0,2325.0,9.59,177.0,2341.4,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
905.0,1.0,1742550301861550.0,70.0,13989.0,0.0,3673.0,0.78,771.0,3699.99,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
906.0,1.0,1742550302861530.0,184.0,11067.0,7.0,2796.0,8.63,0.0,2822.29,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
907.0,1.0,1742550303861430.0,143.0,10008.0,8.0,2561.0,9.14,0.0,2581.2,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
908.0,1.0,1742550304861320.0,143.0,10031.0,8.0,2549.0,9.16,417.5,2567.49,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
909.0,1.0,1742550305861410.0,55.0,14142.0,0.0,3437.0,0.71,141.0,3460.21,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
910.0,1.0,1742550306861520.0,139.0,8894.0,7.0,1851.0,8.63,0.0,1872.63,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
911.0,1.0,1742550307861340.0,137.0,8301.0,8.0,1711.0,9.14,0.0,1729.68,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
912.0,1.0,1742550308861450.0,123.0,8498.0,7.0,1828.0,8.6,890.0,1838.1,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
913.0,1.0,1742550309861480.0,105.0,6305.0,0.0,1028.0,0.98,0.0,1041.82,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
914.0,1.0,1742550310861590.0,205.0,3320.0,8.0,282.0,9.49,0.0,287.87,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
915.0,1.0,1742550311861570.0,191.0,3158.0,8.0,246.0,9.46,0.0,253.8,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
916.0,1.0,1742550312861710.0,160.0,2843.0,7.0,234.0,8.42,864.0,237.0,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
917.0,1.0,1742550313861410.0,135.0,3321.0,0.0,272.0,1.38,0.0,276.49,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
918.0,1.0,1742550314861450.0,105.0,1189.0,8.0,34.0,9.05,0.0,36.48,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
919.0,1.0,1742550315861650.0,105.0,1478.0,8.0,69.0,9.09,0.0,72.41,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
920.0,1.0,1742550316861400.0,115.0,2006.0,6.0,126.0,6.99,283.6,129.42,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
921.0,1.0,1742550317861560.0,140.0,4430.0,1.0,592.0,2.81,0.0,607.24,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
922.0,1.0,1742550318861350.0,155.0,3399.0,8.0,447.0,9.75,0.0,454.9,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
923.0,1.0,1742550319861430.0,160.0,3668.0,8.0,483.0,9.78,0.0,490.76,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
924.0,1.0,1742550320861450.0,90.0,4356.0,4.0,654.0,5.45,506.75,664.26,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
925.0,1.0,1742550321861500.0,100.0,5486.0,3.0,843.0,3.98,0.0,865.97,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
926.0,1.0,1742550322861570.0,130.0,4821.0,8.0,719.0,9.14,0.0,730.58,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
927.0,1.0,1742550323861390.0,120.0,4604.0,8.0,731.0,9.62,0.0,735.9,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
928.0,1.0,1742550324861430.0,90.0,5541.0,1.0,912.0,2.28,517.0,920.18,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
929.0,1.0,1742550325861520.0,130.0,4964.0,6.0,750.0,7.17,0.0,771.19,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
930.0,1.0,1742550326861410.0,125.0,4891.0,8.0,742.0,9.18,0.0,752.3,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
931.0,1.0,1742550327861440.0,125.0,5022.0,8.0,778.0,9.14,42.0,792.59,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
932.0,1.0,1742550328861630.0,60.0,6745.0,0.0,1134.0,1.2,93.0,1137.6,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
933.0,1.0,1742550329861490.0,120.0,4486.0,7.0,682.0,8.22,0.0,701.56,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
934.0,1.0,1742550330861450.0,115.0,4625.0,8.0,672.0,9.1,0.0,681.2,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
935.0,1.0,1742550331861450.0,121.0,4553.0,7.0,718.0,8.65,559.5,721.43,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
936.0,1.0,1742550332861440.0,70.0,7956.0,0.0,1323.0,0.77,0.0,1342.58,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
937.0,1.0,1742550333861540.0,122.0,6221.0,8.0,1144.0,9.1,0.0,1155.14,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
938.0,1.0,1742550334861330.0,123.0,6348.0,8.0,1073.0,9.1,0.0,1088.72,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
939.0,1.0,1742550335861510.0,112.0,6765.0,6.0,1165.0,6.9,291.2,1173.89,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
940.0,1.0,1742550336861580.0,60.0,8455.0,1.0,1537.0,2.42,0.0,1555.66,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
941.0,1.0,1742550337861510.0,118.0,6304.0,8.0,1120.0,9.11,0.0,1136.46,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
942.0,1.0,1742550338861350.0,133.0,5982.0,8.0,1073.0,9.11,0.0,1081.74,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
943.0,1.0,1742550339861460.0,79.0,7396.0,4.0,1234.0,5.38,592.0,1246.91,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
944.0,1.0,1742550340861440.0,173.0,3926.0,3.0,512.0,4.32,0.0,521.55,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
945.0,1.0,1742550341861600.0,201.0,3610.0,7.0,365.0,9.31,0.0,374.07,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
946.0,1.0,1742550342861450.0,210.0,3897.0,8.0,341.0,9.57,0.0,348.18,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
947.0,1.0,1742550343861400.0,190.0,4246.0,1.0,393.0,2.74,510.25,397.57,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
948.0,1.0,1742550344861540.0,155.0,2930.0,6.0,219.0,7.44,0.0,225.79,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
949.0,1.0,1742550345861260.0,160.0,2030.0,7.0,140.0,9.07,0.0,142.34,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
950.0,1.0,1742550346861400.0,130.0,1711.0,7.0,93.0,9.0,385.0,96.36,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
951.0,1.0,1742550347861720.0,80.0,2383.0,0.0,166.0,0.86,650.0,169.12,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
952.0,1.0,1742550348861570.0,185.0,2945.0,7.0,233.0,9.25,0.0,238.45,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
953.0,1.0,1742550349861560.0,130.0,3240.0,8.0,376.0,9.18,0.0,391.53,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
954.0,1.0,1742550350861420.0,130.0,3918.0,7.0,506.0,9.06,281.5,514.48,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
955.0,1.0,1742550351861510.0,45.0,6190.0,0.0,1015.0,0.66,103.0,1023.48,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
956.0,1.0,1742550352861490.0,115.0,4916.0,7.0,754.0,8.64,0.0,776.75,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
957.0,1.0,1742550353861460.0,120.0,5189.0,8.0,825.0,9.14,0.0,827.61,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
958.0,1.0,1742550354861650.0,121.0,6148.0,7.0,1001.0,8.63,716.5,1011.9,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
959.0,1.0,1742550355861820.0,45.0,8753.0,0.0,1512.0,0.7,0.0,1534.99,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
960.0,1.0,1742550356861310.0,124.0,6163.0,8.0,1061.0,9.1,0.0,1079.14,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
961.0,1.0,1742550357861490.0,129.0,6298.0,8.0,1085.0,9.58,0.0,1092.79,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
962.0,1.0,1742550358861490.0,98.0,7105.0,6.0,1307.0,7.37,481.0,1315.58,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
963.0,1.0,1742550359861420.0,73.0,8189.0,1.0,1478.0,2.42,0.0,1499.42,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
964.0,1.0,1742550360861450.0,145.0,6017.0,8.0,979.0,9.6,0.0,992.82,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
965.0,1.0,1742550361861620.0,138.0,5533.0,8.0,990.0,9.17,0.0,1002.83,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
966.0,1.0,1742550362861400.0,104.0,7496.0,5.0,1340.0,5.93,350.8,1348.02,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
967.0,1.0,1742550363861300.0,85.0,7315.0,2.0,1279.0,3.41,0.0,1303.13,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
968.0,1.0,1742550364861390.0,134.0,6064.0,7.0,1014.0,8.93,0.0,1028.14,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
969.0,1.0,1742550365861380.0,152.0,6046.0,8.0,979.0,9.19,0.0,988.04,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
970.0,1.0,1742550366861510.0,59.0,7290.0,1.0,1219.0,2.14,204.0,1227.14,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
971.0,1.0,1742550367861360.0,129.0,7363.0,6.0,1400.0,7.21,0.0,1422.65,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
972.0,1.0,1742550368861420.0,141.0,6665.0,8.0,1286.0,9.14,0.0,1301.68,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
973.0,1.0,1742550369861380.0,136.0,7121.0,8.0,1356.0,9.1,549.0,1370.59,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
974.0,1.0,1742550370861320.0,60.0,10582.0,0.0,2162.0,1.18,633.0,2171.94,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
975.0,1.0,1742550371861300.0,108.0,7078.0,7.0,1237.0,8.1,0.0,1257.82,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
976.0,1.0,1742550372861230.0,137.0,6251.0,8.0,1132.0,9.59,0.0,1143.82,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
977.0,1.0,1742550373861460.0,136.0,6419.0,8.0,1120.0,9.13,122.5,1135.38,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
978.0,1.0,1742550374861410.0,55.0,8107.0,0.0,1381.0,0.71,943.0,1390.24,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
979.0,1.0,1742550375861560.0,148.0,4491.0,7.0,671.0,8.67,0.0,689.82,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
980.0,1.0,1742550376861250.0,165.0,4007.0,8.0,577.0,9.22,0.0,585.78,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
981.0,1.0,1742550377861530.0,173.0,3654.0,7.0,505.0,8.89,171.25,508.63,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
982.0,1.0,1742550378861320.0,90.0,2614.0,0.0,189.0,0.89,0.0,192.67,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
983.0,1.0,1742550379861290.0,111.0,1281.0,7.0,46.0,8.9,0.0,48.42,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
984.0,1.0,1742550380861340.0,143.0,2179.0,8.0,140.0,9.53,0.0,144.26,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
985.0,1.0,1742550381861300.0,176.0,3439.0,6.0,291.0,7.3,549.0,296.89,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
986.0,1.0,1742550382861580.0,105.0,4548.0,1.0,675.0,2.64,0.0,697.49,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
987.0,1.0,1742550383861320.0,160.0,3449.0,8.0,459.0,9.3,0.0,457.2,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
988.0,1.0,1742550384861520.0,155.0,3551.0,8.0,459.0,9.26,0.0,471.84,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
989.0,1.0,1742550385861570.0,100.0,4968.0,4.0,784.0,5.47,296.75,792.55,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
990.0,1.0,1742550386861460.0,135.0,5509.0,3.0,879.0,4.15,0.0,891.54,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
991.0,1.0,1742550387861360.0,120.0,5264.0,7.0,837.0,8.97,0.0,850.86,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
992.0,1.0,1742550388861250.0,115.0,6059.0,8.0,979.0,9.1,0.0,994.67,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
993.0,1.0,1742550389861400.0,60.0,8255.0,0.0,1524.0,1.18,657.0,1536.81,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
994.0,1.0,1742550390861260.0,117.0,6666.0,7.0,1166.0,8.14,0.0,1178.5,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
995.0,1.0,1742550391861280.0,124.0,6061.0,8.0,1002.0,9.09,0.0,1020.66,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
996.0,1.0,1742550392861420.0,127.0,5841.0,8.0,979.0,9.08,180.0,988.4,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
997.0,1.0,1742550393861500.0,50.0,10015.0,0.0,1984.0,0.69,801.0,2001.1,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
998.0,1.0,1742550394861470.0,140.0,7409.0,7.0,1403.0,8.62,0.0,1418.11,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
999.0,1.0,1742550395861190.0,161.0,6971.0,8.0,1345.0,9.11,0.0,1369.0,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1000.0,1.0,1742550396861440.0,130.0,8009.0,7.0,1544.0,8.62,943.0,1549.72,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1001.0,1.0,1742550397861350.0,65.0,8955.0,0.0,1807.0,0.77,0.0,1824.22,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1002.0,1.0,1742550398861290.0,169.0,6350.0,8.0,1215.0,9.23,0.0,1233.6,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1003.0,1.0,1742550399861440.0,165.0,6623.0,8.0,1250.0,9.22,0.0,1266.63,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1004.0,1.0,1742550400861420.0,114.0,8234.0,6.0,1590.0,6.88,232.0,1598.22,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1005.0,1.0,1742550401861570.0,61.0,8899.0,1.0,1726.0,2.42,0.0,1752.45,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1006.0,1.0,1742550402861450.0,143.0,6681.0,8.0,1286.0,9.14,0.0,1290.93,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1007.0,1.0,1742550403861370.0,137.0,6400.0,8.0,1227.0,9.14,0.0,1242.26,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1008.0,1.0,1742550404861390.0,74.0,7980.0,4.0,1503.0,4.9,241.0,1516.05,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1009.0,1.0,1742550405861340.0,120.0,7025.0,3.0,1199.0,4.52,0.0,1221.9,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1010.0,1.0,1742550406861360.0,139.0,6078.0,8.0,1002.0,9.09,0.0,1013.63,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1011.0,1.0,1742550407861330.0,146.0,5404.0,8.0,955.0,9.16,0.0,959.64,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1012.0,1.0,1742550408861460.0,83.0,4916.0,0.0,745.0,1.25,394.5,756.76,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1013.0,1.0,1742550409861370.0,139.0,4254.0,7.0,623.0,8.16,0.0,633.86,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1014.0,1.0,1742550410861380.0,172.0,3177.0,8.0,364.0,9.26,0.0,372.74,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1015.0,1.0,1742550411861280.0,191.0,2667.0,8.0,211.0,9.38,749.25,216.31,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1016.0,1.0,1742550412861430.0,45.0,1676.0,0.0,83.0,0.66,681.0,83.06,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1017.0,1.0,1742550413861440.0,171.0,2612.0,7.0,199.0,8.86,0.0,203.65,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1018.0,1.0,1742550414861360.0,185.0,3016.0,8.0,294.0,9.88,0.0,303.98,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1019.0,1.0,1742550415861530.0,180.0,3307.0,7.0,446.0,8.92,926.5,451.24,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1020.0,1.0,1742550416861290.0,200.0,5174.0,0.0,473.0,1.42,0.0,482.62,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1021.0,1.0,1742550417861260.0,115.0,3545.0,8.0,494.0,9.06,0.0,509.32,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1022.0,1.0,1742550418861270.0,130.0,4173.0,8.0,601.0,9.18,0.0,616.47,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1023.0,1.0,1742550419861430.0,105.0,5080.0,6.0,858.0,7.31,129.4,859.9,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1024.0,1.0,1742550420861440.0,75.0,7248.0,1.0,1218.0,2.06,0.0,1233.09,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1025.0,1.0,1742550421861300.0,146.0,5970.0,8.0,1120.0,9.2,0.0,1140.75,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1026.0,1.0,1742550422861500.0,110.0,6252.0,8.0,1167.0,9.13,0.0,1179.44,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
1027.0,1.0,1742550423861190.0,86.0,7267.0,6.0,1270.0,6.83,265.2,1278.84,,20250321_11.17.57_KPM_vs_iper3_1000ms_05_weeks.xlsx,KPM Metrics,,,,,
